Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2777494,Le Bracelet de Cohars (Les Forêts d'Opale #1),Christophe Arleston,"Arleston, Christophe",Philippe Pellet,"=""284565829X""","=""9782845658295""",3,3.82,Soleil,Hardcover,46,2004,2000,2024/01/13,2024/01/13,,,read,,,,1,0
50930622,"Le Grimoire Glouton (Danthrakon, #1)",Christophe Arleston,"Arleston, Christophe",Olivier Boiscommun,"=""""","=""9782490735020""",0,3.81,Drakoo,Hardcover,46,2019,2019,,2024/01/13,to-read,to-read (#57),to-read,,,,0,0
123679022,"Hiver, à l'Opéra",Philippe Pelaez,"Pelaez, Philippe",Alexis Chabert,"=""2818996937""","=""9782818996935""",2,3.51,Bamboo Édition,Hardcover,72,2023,2023,2024/01/08,2024/01/02,,,read,,,,1,0
123206298,"Murtagh (The Inheritance Cycle, #5)",Christopher Paolini,"Paolini, Christopher",,"=""1774882965""","=""9781774882993""",0,4.14,Penguin Teen Canada,Kindle Edition,688,2023,2023,,2024/01/05,to-read,to-read (#56),to-read,,,,0,0
148693022,"L'Ennemi du genre humain (L'Ombre des Lumières, #1)",Alain Ayroles,"Ayroles, Alain",Richard Guérineau,"=""2413078541""","=""9782413078548""",3,3.32,Delcourt,Hardcover,72,2023,2023,2024/01/02,2024/01/02,,,read,,,,1,0
6467001,La guerre de Troie n'aura pas lieu,Jean Giraudoux,"Giraudoux, Jean","Françoise Létoublon, Marie-Odile Boucris, Agnès Guinchard, Vianella Guyot","=""2035844576""","=""9782035844576""",4,3.77,Larousse,Mass Market Paperback,240,2009,1935,2023/12/19,2023/12/19,,,read,,,,1,0
2719293,La Caste des Méta-Barons : L'intégrale,Alejandro Jodorowsky,"Jodorowsky, Alejandro",Juan Giménez,"=""2731663308""","=""9782731663303""",3,4.19,Les Humanoïdes Associés,Hardcover,528,2003,2003,2023/12/17,2023/12/17,,,read,,,,1,0
58941627,La Pierre Jaune,Geoffrey Le Guilcher,"Guilcher, Geoffrey Le",,"=""""","=""9791096906260""",0,3.47,GOUTTE DOR,Paperback,432,2021,,,2022/04/20,to-read,to-read (#34),to-read,,,,0,0
36281785,Ces jours qui disparaissent,Timothé Le Boucher,"Boucher, Timothé Le",,"=""2344013326""","=""9782344013328""",4,4.38,Glénat,Hardcover,192,2017,2017,2023/11/20,2022/06/01,,,read,,,,1,0
24481108,"Monsieur Caulard (D, #3)",Alain Ayroles,"Ayroles, Alain","Bruno Maïorana, Thierry Leprevost","=""2756034142""","=""9782756034140""",4,3.67,Glénat,Hardcover,64,2014,2014,2023/11/13,2023/11/13,,,read,,,,1,0
13185058,"Lady d'Angères (D, #2)",Alain Ayroles,"Ayroles, Alain","Bruno Maïorana, Thierry Leprévost","=""2756019607""","=""9782756019604""",4,3.43,Delcourt,Hardcover,55,2011,2013,2023/11/13,2023/11/13,,,read,,,,1,0
6914906,"Lord Faureston (D, #1)",Alain Ayroles,"Ayroles, Alain","Bruno Maïorana, Thierry Leprévost","=""275600412X""","=""9782756004129""",4,3.29,Delcourt,Hardcover,64,2009,2009,2023/11/13,2023/11/13,,,read,,,,1,0
33186584,"Je Crie a Toutes Gens Merci (Je, François Villon #3)",Luigi Critone,"Critone, Luigi",Jean Teulé,"=""2756024716""","=""9782756024714""",4,3.38,DELCOURT,Hardcover,72,2016,,2023/11/06,2023/11/06,,,read,,,,1,0
25997696,"Bienvenue parmi les ignobles (Je, François Villon #2)",Luigi Critone,"Critone, Luigi",Jean Teulé,"=""2756024708""","=""9782756024707""",3,3.09,Delcourt,Hardcover,72,2014,2014,2023/11/06,2023/11/06,,,read,,,,1,0
53354557,Les Groseilles de novembre,Andrus Kivirähk,"Kivirähk, Andrus",Antoine Chalvin,"=""2370552026""","=""9782370552020""",3,4.09,Le Tripode,Paperback,290,2019,2000,2023/11/02,2023/04/11,,,read,,,,1,0
137399878,Klara et le Soleil,Kazuo Ishiguro,"Ishiguro, Kazuo",Anne Rabinovitch,"=""2073002315""","=""9782073002310""",3,3.74,FOLIO,Pocket Book,432,2023,2021,2023/10/29,2023/10/29,,,read,,,,1,0
125210643,Monstres ordinaires (La Trilogie des talents #1),J.M. Miro,"Miro, J.M.",Thibaud Eliroff,"=""237876264X""","=""9782378762643""",3,3.78,DE SAXUS,Paperback,704,2023,2022,2023/10/14,2023/10/05,,,read,,,,1,0
17373458,"Mais où sont les neiges d'antan ? (Je, François Villon #1)",Luigi Critone,"Critone, Luigi",Jean Teulé,"=""2756017094""","=""9782756017099""",3,3.03,Delcourt,Hardcover,72,2011,2011,2023/09/24,2023/09/24,,,read,,,,1,0
29346108,Nous ne dirons rien de leurs femelles,Wilfrid Lupano,"Lupano, Wilfrid",Xavier Fourquemin,"=""2749307988""","=""9782749307985""",4,4.05,Vents d'Ouest,Hardcover,56,2016,2016,2023/09/23,2023/09/23,,,read,,,,1,0
29350162,Les éléphants rouges,Wilfrid Lupano,"Lupano, Wilfrid",Lucy Mazel,"=""2749307090""","=""9782749307091""",3,4.02,Vents d'Ouest,Hardcover,56,2015,2015,2023/09/23,2023/09/23,,,read,,,,1,0
28103334,L'aristocrate fantôme,Wilfrid Lupano,"Lupano, Wilfrid",Anthony Jean,"=""2749307538""","=""9782749307534""",4,3.75,VENTS D'OUEST,Hardcover,56,2015,2015,2023/09/20,2023/09/20,,,read,,,,1,0
1296090,Le combat ordinaire (Le combat ordinaire #1),Manu Larcenet,"Larcenet, Manu",,"=""2205054252""","=""9782205054255""",5,4.14,Dargaud,Hardcover,54,2003,2003,2020/09/14,2020/09/14,,,read,,,,2,0
63276055,Quartier lointain,Jirō Taniguchi,"Taniguchi, Jirō",,"=""2203211636""","=""9782203211636""",5,4.40,Casterman,Paperback,408,2022,1998,2023/09/14,2023/09/10,,,read,,,,1,0
58432644,Nous sommes l'étincelle,Vincent Villeminot,"Villeminot, Vincent",,"=""2266318578""","=""9782266318570""",0,3.84,POCKET,Pocket Book,536,2021,,,2023/09/12,to-read,to-read (#55),to-read,,,,0,0
22019317,"Ceux qui restent  (Les vieux fourneaux, #1)",Wilfrid Lupano,"Lupano, Wilfrid",Paul Cauuet,"=""2505019932""","=""9782505019930""",4,4.29,Dargaud,Hardcover,56,2014,2014,2023/09/10,2023/09/10,,,read,,,,1,0
44540109,Solo : chemins tracés T01 : Fortuna (French Edition),Óscar Martín,"Martín, Óscar",Álvaro Iglesias,"=""""","=""""",3,3.67,Delcourt,Kindle Edition,82,2019,2017,2023/09/10,2023/07/26,,,read,,,,1,0
52258928,"La chair et le sang (Médée, #4)",Blandine Le Callet,"Callet, Blandine Le","Nancy Peña, Céline Badaroux","=""""","=""9782203141391""",5,4.35,Casterman,Hardcover,108,2019,,2023/09/10,2023/09/10,,,read,,,,1,0
31111921,"L'épouse barbare (Médée, #3)",Blandine Le Callet,"Callet, Blandine Le",Nancy Peña,"=""2203097167""","=""9782203097162""",4,4.15,Casterman,Paperback,64,2016,2016,2023/09/02,2023/09/02,,,read,,,,1,0
18720423,Nager sans se mouiller,Carlos Salem,"Salem, Carlos",,"=""2742799605""","=""9782742799602""",0,3.77,Actes Sud,Mass Market Paperback,293,2011,2008,,2023/08/06,to-read,to-read (#54),to-read,,,,0,0
201497,بحثاً عن الزمن المفقود - جانب منازل سوان,Marcel Proust,"Proust, Marcel",,"=""""","=""""",4,4.16,منشورات الجمل,Paperback,623,2019,1913,2013/09/28,2013/07/18,,,read,,,,1,0
121536,La nuit de Valognes,Éric-Emmanuel Schmitt,"Schmitt, Éric-Emmanuel",,"=""286943328X""","=""9782869433281""",3,3.60,Actes sud-Papiers,Paperback,87,1991,1991,2019/06/14,2019/08/14,,,read,,,,1,0
19070132,"L'ombre d'Hécate (Médée, #1)",Blandine Le Callet,"Callet, Blandine Le",Nancy Peña,"=""2203058196""","=""9782203058194""",3,4.12,Casterman,Hardcover,66,2013,2013,2023/07/25,2023/07/25,,,read,,,,1,0
71459,Mercure,Amélie Nothomb,"Nothomb, Amélie",,"=""225314911X""","=""9782253149118""",4,3.70,Livre De Poche,Mass Market Paperback,188,2000,1998,,2013/06/17,,,read,,,,1,0
1289990,Vol de nuit,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""2070360040""","=""9782070360048""",4,3.79,Gallimard,Mass Market Paperback,188,1972,1931,2010/01/01,2023/07/18,,,read,,,,1,0
28001086,Give Peace A Chance: London 1963-75,Marcelino Truong,"Truong, Marcelino",,"=""2207117944""","=""9782207117941""",0,3.90,Éditions Denoël,Paperback,276,2015,2015,,2023/07/09,to-read,to-read (#53),to-read,,,,0,0
136345913,Mon mari,Maud Ventura,"Ventura, Maud",,"=""2493909216""","=""9782493909213""",3,3.65,Collection Proche,Mass Market Paperback,270,2023,2021,2023/07/04,2023/07/04,,,read,,,,1,0
13012647,Wadlow: La Trop Courte Destinée De L'homme Le Plus Grand Du Monde,Christophe Bec,"Bec, Christophe",Nicolas Sure,"=""2302009509""","=""9782302009509""",4,3.67,Soleil,Hardcover,64,2010,2010,2023/06/25,2023/06/25,,,read,,,,1,0
63335709,"L'apothicaire du diable (1629 ou l'effrayante histoire des naufragés du Jakarta, #1)",Xavier Dorison,"Dorison, Xavier",Thimothée Montaigne,"=""""","=""""",4,4.16,Glénat,Hardcover,136,2022,2022,2023/06/24,2023/06/05,,,read,,,,1,0
17340380,Le Dîner,Herman Koch,"Koch, Herman",Isabelle Rosselin,"=""""","=""""",3,3.21,10/18,Mass Market Paperback,360,2013,2009,2023/06/19,2023/06/16,,,read,,,,1,0
33186759,"Lune de miel à l'âge de bronze (Chronosquad, #1)",Giorgio Albertini,"Albertini, Giorgio",Grégory Panaccione,"=""2756074136""","=""9782756074139""",3,3.78,DELCOURT,Hardcover,240,2016,2016,2023/06/11,2023/06/11,,,read,,,,1,0
55131681,Trencadis (French Edition),Caroline Deyns,"Deyns, Caroline",,"=""2374911594""","=""9782374911595""",0,4.18,Quidam Editeur,Kindle Edition,282,2020,2020,,2023/06/05,to-read,to-read (#52),to-read,,,,0,0
32600144,S'enfuir - Récit d'un otage,Guy Delisle,"Delisle, Guy",,"=""2205075470""","=""9782205075472""",3,4.09,Dargaud,Paperback,432,2016,2016,2023/06/04,2023/06/04,,,read,,,,1,0
16162363,La bonne moitié,Romain Gary,"Gary, Romain",,"=""2072080371""","=""9782072080371""",4,3.50,Gallimard,Kindle Edition,160,2014,1979,2023/05/30,2023/05/30,,,read,,,,1,0
57521932,"Le choix du chômage : De Pompidou à Macron, enquête sur les racines de la violence économique",Benoît Collombat,"Collombat, Benoît",Damien Cuvillier,"=""2754825452""","=""9782754825450""",3,4.12,Futuropolis,Hardcover,289,2021,,2023/05/29,2022/04/03,,,read,,,,1,0
94333671,La couleur des choses,Martin Panchaud,"Panchaud, Martin",,"=""""","=""""",4,4.09,CA ET LA,Hardcover,236,2022,2022,2023/05/21,2023/03/26,,,read,,,,1,0
78248448,Les Aventures extraordinaires de Nelson Lobster T03: L'OEil de Zaya,CORBEYRAN-E+CALVEZ-F,"CORBEYRAN-E+CALVEZ-F, CORBEYRAN-E+CALVEZ-F",,"=""2756014885""","=""9782756014883""",2,2.00,DELCOURT,Paperback,47,2008,,2023/05/18,2023/05/18,,,read,,,,1,0
78244760,Les Aventures extraordinaires de Nelson Lobster T02: Les Enfants d'Orqueline,CORBEYRAN-E+CALVEZ-F,"CORBEYRAN-E+CALVEZ-F, CORBEYRAN-E+CALVEZ-F",,"=""2756005665""","=""9782756005669""",2,2.00,DELCOURT,Paperback,56,2008,,2023/05/18,2023/05/15,,,read,,,,1,0
43276328,Les Aventures extraordinaires de Nelson Lobster T01: L'Île des Lestrygons,CORBEYRAN-E+CALVEZ-F,"CORBEYRAN-E+CALVEZ-F, CORBEYRAN-E+CALVEZ-F",,"=""2756003522""","=""9782756003528""",2,2.50,DELCOURT,Paperback,55,2007,,2023/05/16,2023/05/15,,,read,,,,1,0
48584759,Lâcher Prise (Ralph Azham #12),Lewis Trondheim,"Trondheim, Lewis",,"=""1034736876""","=""9791034736874""",4,4.18,Dupuis,Hardcover,48,2019,2019,2023/05/08,2023/05/08,,,read,,,,1,0
40405383,"L'engrenage (Ralph Azham, #11)",Lewis Trondheim,"Trondheim, Lewis",,"=""2800174064""","=""9782800174068""",4,4.09,DUPUIS,Paperback,48,2018,2018,2023/05/08,2023/05/08,,,read,,,,1,0
40405382,Ralph Azham - Tome 10 - Un feu qui meurt,Lewis Trondheim,"Trondheim, Lewis",,"=""2800170344""","=""9782800170343""",3,4.06,DUPUIS,Paperback,48,2017,2017,2023/05/08,2023/05/08,,,read,,,,1,0
33304309,"Point de rupture (Ralph Azham, #9)",Lewis Trondheim,"Trondheim, Lewis",Brigitte Findakly,"=""2800167025""","=""9782800167022""",4,4.05,Dupuis,Hardcover,48,2016,2016,2023/05/08,2023/05/08,,,read,,,,1,0
59822795,Connemara,Nicolas Mathieu,"Mathieu, Nicolas",,"=""2330159706""","=""9782330159702""",4,3.78,Actes Sud,Hardcover,400,2022,2022,2023/04/10,2023/03/14,,,read,,,,1,0
28504794,"Personne n'attrape jamais une rivière (Ralph Azham, #8)",Lewis Trondheim,"Trondheim, Lewis",,"=""2800163585""","=""9782800163581""",3,4.00,Dupuis,Hardcover,46,2015,2015,2023/05/07,2023/05/07,,,read,,,,1,0
23654614,"Une fin à toute chose (Ralph Azham, #7)",Lewis Trondheim,"Trondheim, Lewis",,"=""2800162775""","=""9782800162775""",3,4.00,Dupuis,Hardcover,48,2014,2014,2023/05/07,2023/05/07,,,read,,,,1,0
60162298,Le Caravage - Intégrale,Milo Manara,"Manara, Milo",,"=""2344050485""","=""9782344050484""",4,4.31,GLENAT,Hardcover,120,2021,,2023/05/05,2023/05/01,,,read,,,,1,0
62082447,Journal inquiet d'Istanbul - Volume 1,Ersin Karabulut,"Karabulut, Ersin",Didier Pasamonik,"=""220508576X""","=""9782205085761""",4,4.39,Dargaud,Paperback,152,2022,2022,2023/05/01,2023/05/01,,,read,,,,1,0
6240283,L'Homme au complet marron,Agatha Christie,"Christie, Agatha",,"=""2253024236""","=""9782253024231""",3,3.95,Le Livre de Poche,Mass Market Paperback,252,2010,1924,,2013/04/11,,,read,,,,1,0
62601131,Lettre à un jeune comédien: Je dis donc je suis (French Edition),Philippe Torreton,"Torreton, Philippe",,"=""""","=""9791021054141""",4,4.40,Tallandier,Kindle Edition,166,2022,,2023/04/19,2023/04/17,,,read,,,,1,0
20815569,"L'ennemi de mon ennemi (Ralph Azham, #6)",Lewis Trondheim,"Trondheim, Lewis",,"=""2800157542""","=""9782800157542""",3,4.02,Dupuis,Hardcover,48,2014,2014,2023/04/17,2023/04/16,,,read,,,,1,0
23393608,"Survivants : Anomalies Quantiques, épisode 3 (Survivants : Anomalies Quantiques, #3)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205071351""","=""9782205071351""",3,4.00,Dargaud,Hardcover,48,2014,2014,2023/04/16,2023/04/16,,,read,,,,1,0
17458542,"Survivants: Anomalies Quantiques, épisode 2",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205069969""","=""9782205069969""",3,4.05,Dargaud,Hardcover,48,2012,2012,2023/04/16,2023/04/16,,,read,,,,1,0
10351725,"Survivants : Anomalies Quantiques, épisode 1 (Survivants : Anomalies Quantiques, #1)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205065246""","=""9782205065244""",3,3.92,Dargaud,Hardcover,48,2011,2011,2023/04/16,2023/04/16,,,read,,,,1,0
18272015,"Le Pays des Démons Bleus (Ralph Azham, #5)",Lewis Trondheim,"Trondheim, Lewis",,"=""2800157178""","=""9782800157177""",3,4.16,Dupuis,Hardcover,46,2013,2013,2023/04/16,2023/04/16,,,read,,,,1,0
18272009,"Un caillou enterré n'apprend jamais rien (Ralph Azham, #4)",Lewis Trondheim,"Trondheim, Lewis",,"=""280015070X""","=""9782800150703""",3,4.09,Dupuis,Hardcover,50,2012,2012,2023/04/16,2023/04/16,,,read,,,,1,0
14060620,"Noires Sont les Etoiles (Ralph Azham, #3)",Lewis Trondheim,"Trondheim, Lewis",,"=""2800150998""","=""9782800150994""",3,4.03,Dupuis,Hardcover,48,2012,2012,2023/04/16,2023/04/16,,,read,,,,1,0
12480968,"La Mort Au Début Du Chemin (Ralph Azham, #2)",Lewis Trondheim,"Trondheim, Lewis",Brigitte Findakly,"=""2800150262""","=""9782800150260""",3,4.02,DUPUIS,Hardcover,48,2011,2011,2023/04/16,2023/04/16,,,read,,,,1,0
10929584,"Est-ce qu'on ment aux gens qu'on aime? (Ralph Azham, #1)",Lewis Trondheim,"Trondheim, Lewis",Brigitte Findakly,"=""2800149922""","=""9782800149929""",3,3.83,Dupuis,Hardcover,48,2011,2011,2023/04/16,2020/09/17,,,read,,,,1,0
34828230,Le Port des marins perdus,Teresa Radice,"Radice, Teresa",Stefano Turconi,"=""2344014756""","=""9782344014752""",4,4.46,Glenat,Hardcover,320,2016,2015,2023/04/10,2023/04/03,,,read,,,,1,0
34666830,Petit traité d'écologie sauvage,Alessandro Pignocchi,"Pignocchi, Alessandro",,"=""2368461078""","=""9782368461075""",4,4.01,Steinkis,Paperback,128,2017,2017,2023/04/08,2022/11/24,,,read,,,,1,0
87328,Le diable et le bon dieu,Jean-Paul Sartre,"Sartre, Jean-Paul","Felice Dessì, Paolo Caruso","=""2070368696""","=""9782070368693""",5,4.07,Folio,Mass Market Paperback,256,1972,1951,2023/04/05,2023/04/01,,,read,,,,1,0
8598027,"Britney Forever (Le Stéréo Club, #1)",Hervé Bourhis,"Bourhis, Hervé",Rudy Spiessert,"=""2205055658""","=""9782205055658""",2,3.25,Dargaud,Hardcover,48,2004,2004,,2023/03/19,,,read,,,,2,0
30760215,L'Indicible (Le Rapport de Brodeck #2),Manu Larcenet,"Larcenet, Manu",,"=""2205075403""","=""9782205075403""",4,4.50,Dargaud,Hardcover,168,2016,2016,2023/03/11,2023/03/06,,,read,,,,1,0
25595838,L'Autre (Le Rapport de Brodeck #1),Manu Larcenet,"Larcenet, Manu",,"=""2205073850""","=""9782205073850""",4,4.38,Dargaud,Hardcover,160,2015,2015,2023/03/06,2023/02/13,,,read,,,,1,0
31814945,"Le jour où le bus est reparti sans elle (Le jour où, #1)",BéKa,"BéKa, BéKa","Marko, Maëla Cosson","=""2818936020""","=""9782818936023""",0,4.02,Bamboo Édition,Hardcover,70,2016,2016,,2023/02/17,to-read,to-read (#51),to-read,,,,0,0
8658872,La Guerre d'Alan. D'après les souvenirs d'Alan Ingram Cope,Emmanuel Guibert,"Guibert, Emmanuel",,"=""2844143148""","=""9782844143143""",4,4.03,L'Association,Paperback,300,2009,2000,2023/02/08,2023/01/29,,,read,,,,1,0
59352179,La vache brulée (Saint-Elme #01),Serge Lehman,"Lehman, Serge",Frederik Peeters,"=""2413030174""","=""9782413030171""",0,3.73,Delcourt,Hardcover,80,2021,2021,,2022/11/21,to-read,to-read (#50),to-read,,,,0,0
18487675,Noah,Sebastian Fitzek,"Fitzek, Sebastian",,"=""3785724829""","=""9783785724828""",0,3.90,Bastei Lübbe,Hardcover,559,2013,2013,,2023/01/31,to-read,to-read (#49),to-read,,,,0,0
2161733,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,"Smith, Tom Rob",,"=""0446402397""","=""9780446402392""",0,4.11,Grand Central Publishing,Mass Market Paperback,509,2009,2008,,2023/01/31,to-read,to-read (#48),to-read,,,,0,0
1992894,Garulfo - Intégrale Livre deuxième,Alain Ayroles,"Ayroles, Alain",Bruno Maïorana,"=""2847895124""","=""9782847895124""",4,4.56,Delcourt,Hardcover,196,2004,2012,2023/01/30,2022/11/17,,,read,,,,1,0
61175814,Le Roi n'avait pas ri,Guillaume Meurice,"Meurice, Guillaume",,"=""2253106496""","=""9782253106494""",3,3.90,LGF,Pocket Book,240,2022,,2022/11/05,2022/10/26,,,read,,,,1,0
60173626,"La Crue (Blackwater, #1)",Michael McDowell,"McDowell, Michael","Yoko Lacour, Hélène Charrier","=""2381960457""","=""9782381960456""",2,3.70,Monsieur Toussaint Louverture,Mass Market Paperback,250,2022,1983,2023/01/04,2023/01/02,,,read,,,,1,0
60115681,Histoires de la nuit,Laurent Mauvignier,"Mauvignier, Laurent",,"=""2707347264""","=""9782707347268""",4,3.74,Minuit ,Mass Market Paperback,608,2022,2020,2023/01/02,2023/01/02,,,read,,,,1,0
2110174,Matin Brun,Franck Pavloff,"Pavloff, Franck",,"=""2744406422""","=""9782744406423""",4,3.82,Grand caractère,Paperback,18,2005,1998,2022/12/27,2022/12/27,,,read,,,,1,0
1056422,La Pitié dangereuse,Stefan Zweig,"Zweig, Stefan",Alzir Hella,"=""2246087155""","=""9782246087151""",0,4.26,Grasset,Paperback,350,2002,1939,,2022/12/24,to-read,to-read (#47),to-read,,,,0,0
1289435,Typhon,Joseph Conrad,"Conrad, Joseph",,"=""207036416X""","=""9782070364169""",3,3.64,Gallimard,Pocket Book,153,1973,1902,2022/12/21,2022/10/15,,,read,,,,1,0
277673,Jacques et son maître,Milan Kundera,"Kundera, Milan",,"=""2070405834""","=""9782070405831""",5,3.74,FOLIO,Pocket Book,144,1998,1971,2022/12/19,2022/12/08,,,read,,,,1,0
44238971,La femme aux cheveux roux,Orhan Pamuk,"Pamuk, Orhan",Valérie Gay-Aksoy,"=""2072720044""","=""9782072720048""",0,3.74,Gallimard,Broché,304,2019,2016,,2020/09/16,to-read,to-read (#46),to-read,,,,0,0
33080495,L'Apocalypse différée,Dario Fo,"Fo, Dario",,"=""2213643865""","=""9782213643861""",0,4.00,FAYARD,Paperback,224,2010,,,2022/12/11,to-read,to-read (#45),to-read,,,,0,0
63314561,Celle qui fit le bonheur des insectes (French Edition),Zidrou,"Zidrou, Zidrou",,"=""2356741488""","=""9782356741486""",2,3.39,Daniel Maghen,Kindle Edition,0,2022,2022,2022/12/05,2022/12/05,,,read,,,,1,0
44317102,Dans un rayon de soleil,Tillie Walden,"Walden, Tillie",,"=""207510882X""","=""9782075108829""",4,4.30,Gallimard,Paperback,537,2019,2018,2022/11/27,2022/11/07,,,read,,,,1,0
26230160,"Antarès, épisode 6 (Antarès, #6)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205073974""","=""9782205073973""",3,4.04,DARGAUD,Hardcover,55,2015,2015,2022/11/16,2022/11/16,,,read,,,,1,0
18667456,"Antarès, épisode 5 (Antarès, #5)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205071270""","=""9782205071276""",3,4.10,Dargaud,Hardcover,48,2013,2013,2022/11/16,2022/11/16,,,read,,,,1,0
12932679,"Antarès, épisode 4 (Antarès, #4)",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205067656""","=""9782205067651""",4,4.08,Dargaud,Hardcover,48,2011,2011,2022/11/15,2022/11/15,,,read,,,,1,0
7841462,"Antarès, épisode 3",Luiz Eduardo de Oliveira (Leo),"(Leo), Luiz Eduardo de Oliveira",,"=""2205063715""","=""9782205063714""",4,4.10,Dargaud,Hardcover,48,2010,2010,2022/11/15,2022/11/15,,,read,,,,1,0
43814743,"Entre l'espoir et le fromage (Traquemage, #3)",Wilfrid Lupano,"Lupano, Wilfrid",Relom,"=""2413013016""","=""9782413013013""",3,3.72,Delcourt,Hardcover,56,2019,2019,2022/11/13,2022/11/13,,,read,,,,1,0
37750727,"Le chant vaseux de la sirène (Traquemage, #2)",Wilfrid Lupano,"Lupano, Wilfrid",Relom,"=""2756074829""","=""9782756074825""",3,3.79,Delcourt,Hardcover,56,2017,2017,2022/11/11,2022/11/11,,,read,,,,1,0
5145807,Bug (#3),Enki Bilal,"Bilal, Enki",,"=""2203202289""","=""9782203202283""",3,3.51,CASTERMAN,Hardcover,78,2022,2022,2022/11/06,2022/11/06,,,read,,,,1,0
45440726,Bug (#2),Enki Bilal,"Bilal, Enki",,"=""2203163615""","=""9782203163614""",3,3.58,Casterman,Hardcover,76,2019,2019,2022/11/06,2022/11/06,,,read,,,,1,0
26702993,"Le Serment des pécadous (Traquemage, #1)",Wilfrid Lupano,"Lupano, Wilfrid",Relom,"=""2756064645""","=""9782756064642""",4,3.92,Delcourt,Hardcover,56,2015,2015,2022/11/06,2022/11/06,,,read,,,,1,0
36650167,Bug (#1),Enki Bilal,"Bilal, Enki",,"=""220310578X""","=""9782203105782""",3,3.63,Casterman,Hardcover,86,2017,2017,2022/11/02,2022/10/31,,,read,,,,1,0
45857110,Le loup,Jean-Marc Rochette,"Rochette, Jean-Marc",,"=""2203196777""","=""9782203196773""",4,4.06,Casterman,Hardcover,112,2019,2019,2022/10/25,2022/10/06,,,read,,,,1,0
59148048,"La ferme des animaux (Folio classique, 6982)",George Orwell,"Orwell, George","Philippe Jaworski, Jean Queval, Hervé Le Tellier","=""2072947405""","=""9782072947407""",4,4.01,FOLIO,Pocket Book,215,2021,1945,2022/10/24,2022/10/06,,,read,,,,1,0
6687706,"Étrange Université (Freaks' Squeele, #1)",Florent Maudoux,"Maudoux, Florent",,"=""291673936X""","=""9782916739366""",3,4.16,Ankama,Hardcover,140,2008,2008,2022/10/23,2022/10/22,,,read,,,,1,0
42329067,Le Problème à trois corps,Liu Cixin,"Cixin, Liu",Gwennaël Gaffric,"=""2330113552""","=""9782330113551""",4,4.08,Actes Sud,Mass Market Paperback,500,2018,2006,2022/08/09,2022/08/05,,,read,,,,1,0
1992880,"De Mal en Pis (Garulfo, #2)",Bruno Maïorana,"Maïorana, Bruno",Alain Ayroles,"=""2840550873""","=""9782840550877""",4,4.08,DELCOURT,Hardcover,48,2004,1996,2022/10/22,2022/10/22,,,read,,,,1,0
1992870,De mares en châteaux (Garulfo #1),Alain Ayroles,"Ayroles, Alain",Bruno Maïorana,"=""2840550458""","=""9782840550457""",4,3.85,Delcourt,Hardcover,48,1995,1995,2022/10/22,2022/10/22,,,read,,,,1,0
27829608,"Okko, Tome 10 : Le cycle du vide II (Okko #10)",Hub,"Hub, Hub",,"=""2756041319""","=""9782756041315""",3,4.34,Delcourt,Hardcover,64,2015,2015,2022/10/18,2022/10/18,,,read,,,,1,0
22669339,"Okko, Tome 9 : Le cycle du vide I (Okko #9)",Hub,"Hub, Hub",,"=""2756032611""","=""9782756032610""",4,4.32,Delcourt,Hardcover,63,2014,2014,2022/10/18,2022/10/18,,,read,,,,1,0
17260947,"Okko, Tome 8 : Le cycle du feu II (Okko #8)",Hub,"Hub, Hub",,"=""2756024376""","=""9782756024370""",2,4.20,Delcourt,Hardcover,64,2012,2012,2022/10/17,2022/10/17,,,read,,,,1,0
13023502,"Okko, Tome 7 : Le cycle du feu I (Okko, #7)",Hub,"Hub, Hub","Emmanuel Michalak, Li","=""2756024368""","=""9782756024363""",3,4.15,Delcourt,Hardcover,64,2011,2011,2022/10/17,2022/10/17,,,read,,,,1,0
8340938,"Okko, Tome 6 : Le cycle de l'air II (Okko #6)",Hub,"Hub, Hub",,"=""2756019860""","=""9782756019864""",3,4.07,Delcourt,Hardcover,46,2010,2010,2022/10/16,2022/10/16,,,read,,,,1,0
6640852,"Okko, Tome 5 : Le cycle de l'air I (Okko #5)",Hub,"Hub, Hub",,"=""2756015857""","=""9782756015859""",4,4.06,Delcourt,Hardcover,47,2009,2009,2022/10/16,2022/10/16,,,read,,,,1,0
