Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1393729,Les Frères Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Fiodor Dostoïevski, Henri Mongault, Sigmund Freud","=""2070389626""","=""9782070389629""",4,4.39,Gallimard — Collection Folio classique,Mass Market Paperback,992,1994,1880,2018/05/14,2018/05/14,,,read,,,,1,0
1874495,"La sOurce et la sOnde (Le Cycle de Cyann, #1)",François Bourgeon,"Bourgeon, François",Claude Lacroix,"=""2203388579""","=""9782203388574""",0,3.98,Casterman,Hardcover,116,1993,1993,,2020/08/20,to-read,to-read (#18),to-read,,,,0,0
25383756,L'Autre (Le Rapport de Brodeck #1),Manu Larcenet,"Larcenet, Manu",,"=""""","=""""",0,4.38,Dargaud,Kindle Edition,160,2015,2015,,2020/08/20,to-read,to-read (#17),to-read,,,,0,0
2548910,Le Complot contre l'Amérique,Philip Roth,"Roth, Philip",,"=""2070337901""","=""9782070337903""",0,3.82,Gallimard,Mass Market Paperback,514,2007,2004,,2020/07/08,to-read,to-read (#16),to-read,,,,0,0
21546170,Au péril des idées : Les grandes questions de notre temps,Edgar Morin,"Morin, Edgar","Tariq Ramadan, Claude-Henry du Bord","=""2845925514""","=""9782845925519""",0,4.16,Presses du Châtelet ,Paperback,281,2014,2014,,2020/04/07,to-read,to-read (#15),to-read,,,,0,0
1805693,Les Raisins de la colère,John Steinbeck,"Steinbeck, John",,"=""2070360830""","=""9782070360833""",5,4.02,Gallimard,Mass Market Paperback,640,1972,1939,2019/08/14,2019/08/14,,,read,,,,1,0
13603707,Le vieux qui ne voulait pas fêter son anniversaire,Jonas Jonasson,"Jonasson, Jonas",,"=""2266218522""","=""9782266218528""",4,3.82,Pocket,Mass Market Paperback,506,2012,2009,,2014/03/19,,,read,,,,1,0
762819,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Maurice Couturier,"=""2070412083""","=""9782070412082""",3,3.87,Folio,Mass Market Paperback,544,2001,1955,,2014/06/10,,,read,,,,1,0
32723282,Le Misanthrope,Molière,"Molière, Molière",,"=""""","=""""",4,3.76,,Kindle Edition,76,2016,1666,2017/03/03,2017/03/03,,,read,,,,1,0
15638,Cyrano de Bergerac,Edmond Rostand,"Rostand, Edmond","Lowell Bair, Eteel Lawson","=""0451528921""","=""9780451528926""",5,4.06,Signet Classics,Mass Market Paperback,240,2003,1897,2016/11/01,2016/10/29,,,read,,,,1,0
29932521,Et les faibles subissent ce qu'ils doivent ?: Comment l'Europe de l'austérité menace la stabilité du monde (LIENS QUI LIBER) (French Edition),Yanis Varoufakis,"Varoufakis, Yanis","Françoise Chemla, Paul Chemla","=""""","=""9791020903693""",5,4.11,Éditions Les Liens qui libèrent,Kindle Edition,427,2016,2016,2016/10/31,2016/10/31,,,read,,,,1,0
1453138,Le Lion,Joseph Kessel,"Kessel, Joseph",,"=""""","=""""",3,3.90,Gallimard,Mass Market Paperback,243,1998,1958,2016/07/12,2016/05/19,,,read,,,,1,0
220334,La Gloire de mon père,Marcel Pagnol,"Pagnol, Marcel",,"=""2877065073""","=""9782877065078""",0,4.02,Editions de Fallois,Mass Market Paperback,216,2004,1957,,2016/05/12,to-read,to-read (#14),to-read,,,,0,0
316101,Le jeu de l'amour et du hasard,Pierre de Marivaux,"Marivaux, Pierre de",,"=""2030345911""","=""9782038700831""",4,3.64,Editions Larousse,Paperback,145,1970,1730,,2013/06/08,,,read,,,,1,0
1393712,Le Joueur d'échecs,Stefan Zweig,"Zweig, Stefan","Brigitte Vergne-Cain, Gérard Rudent","=""""","=""""",4,4.27,Le Livre de Poche,Paperback,128,2013,1942,,2015/07/02,,,read,,,,1,0
18522209,Le capital au XXIe siècle,Thomas Piketty,"Piketty, Thomas",,"=""2021082288""","=""9782021082289""",4,4.06,Seuil,Paperback,970,2013,2013,,2015/09/02,,,read,,,,1,0
26703762,Burn Out,Mehdi Meklat,"Meklat, Mehdi",Badroudine Saïd Abdallah,"=""2021241432""","=""9782021241433""",0,3.50,Seuil,Paperback,183,2015,2015,,2015/10/27,to-read,to-read (#13),to-read,,,,0,0
14202,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""073945210X""","=""9780739452103""",0,3.87,Bloomsbury,Paperback,782,2004,2004,,2015/10/26,to-read,to-read (#12),to-read,,,,0,0
17930658,Côté cour,Leandro Ávalos Blacha,"Blacha, Leandro Ávalos",,"=""2918767328""","=""9782918767329""",0,3.61,ASPHALTE,Paperback,153,2013,,,2015/10/26,to-read,to-read (#11),to-read,,,,0,0
1688655,La Trilogie des Fourmis,Bernard Werber,"Werber, Bernard",,"=""""","=""""",4,4.28,Livre de Poche,Mass Market Paperback,1398,2004,2001,,2015/10/26,,,read,,,,1,0
856395,Sa majesté des mouches,William Golding,"Golding, William",,"=""2070374807""","=""9782070374809""",4,3.70,Folio,Mass Market Paperback,245,1983,1954,,2015/10/26,,,read,,,,1,0
840617,"Harry Potter et le Prince de Sang-Mêlé (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Jean-François Ménard,"=""2070572676""","=""9782070572670""",4,4.58,Gallimard Jeunesse,Paperback,715,2005,2005,,2013/04/11,,,read,,,,1,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.21,Bantam Books,Paperback,226,1998,1988,,2015/10/09,to-read,to-read (#10),to-read,,,,0,0
982314,"Le Roi de fer (Les Rois Maudits, #1)",Maurice Druon,"Druon, Maurice",,"=""2253011010""","=""9782253011019""",0,4.08,Le Livre de Poche,Mass Market Paperback,316,1973,1955,,2015/08/10,to-read,to-read (#9),to-read,,,,0,0
23316522,The Great Divide: Unequal Societies and What We Can Do About Them,Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""0393248577""","=""9780393248579""",0,3.81,W. W. Norton & Company,Hardcover,448,2015,2015,,2015/09/02,to-read,to-read (#8),to-read,,,,0,0
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0060889578""","=""9780060889579""",0,4.00,William Morrow,Hardcover,270,2009,2009,,2015/08/26,to-read,to-read (#7),to-read,,,,0,0
1470280,Acide sulfurique,Amélie Nothomb,"Nothomb, Amélie",,"=""2253121185""","=""9782253121183""",2,3.57,Livre De Poche,Mass Market Paperback,224,2007,2005,,2015/08/10,,,read,,,,1,0
194005,La Religieuse,Denis Diderot,"Diderot, Denis",,"=""2070360571""","=""9782070360574""",4,3.75,Folio,Mass Market Paperback,376,2009,1796,,2015/07/31,,,read,,,,1,0
1423506,Jacques le Fataliste et son maître,Denis Diderot,"Diderot, Denis",,"=""2070367630""","=""9782070367634""",5,3.80,Editions Gallimard,Paperback,384,1976,1796,,2015/07/31,,,read,,,,1,0
832130,1984,George Orwell,"Orwell, George",Amélie Audiberti,"=""207036822X""","=""9782070368228""",5,4.20,Gallimard,Mass Market Paperback,448,1972,1949,,2013/04/11,,,read,,,,1,0
820343,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""0747591059""","=""9780747591054""",4,4.62,Bloomsbury Publishing,Hardcover,607,2007,2007,,2013/04/11,,,read,,,,1,0
1129149,Le Silence du rossignol,Lian Hearn,"Hearn, Lian",Philippe Giraudon,"=""207030258X""","=""9782070302581""",4,4.06,Folio,Mass Market Paperback,372,2002,2002,,2013/04/11,,,read,,,,1,0
1129160,Les Neiges de l'exil,Lian Hearn,"Hearn, Lian",Philippe Giraudon,"=""2070300315""","=""9782070300310""",4,4.05,Folio,Mass Market Paperback,385,2004,2003,,2013/04/11,,,read,,,,1,0
1440929,La Clarté de la lune,Lian Hearn,"Hearn, Lian",,"=""2070426556""","=""9782070426553""",4,4.08,Folio,Mass Market Paperback,434,2005,2004,,2013/04/11,,,read,,,,1,0
289026,"Harry Potter et le prisonnier d'Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Jean-François Ménard,"=""2070528189""","=""9782070528189""",3,4.58,Gallimard Jeunesse,Mass Market Paperback,476,2002,1999,,2013/04/11,,,read,,,,1,0
113269,"Harry Potter et la Chambre des Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Jean-François Ménard,"=""2070524558""","=""9782070524556""",4,4.43,Gallimard Jeunesse,Mass Market Paperback,364,2001,2002,,2013/04/11,,,read,,,,1,0
173688,"Harry Potter et l'Ordre du Phénix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Jean-François Ménard,"=""""","=""""",5,4.50,Gallimard Jeunesse,Paperback,981,2003,2003,,2013/04/11,,,read,,,,1,0
1140084,Dix petits nègres,Agatha Christie,"Christie, Agatha",,"=""2702424694""","=""9782702424698""",5,4.28,Le Masque,Mass Market Paperback,222,1994,1939,,2013/04/11,,,read,,,,1,0
1632278,Le Meurtre de Roger Ackroyd,Agatha Christie,"Christie, Agatha",,"=""2702423175""","=""9782702423172""",4,4.26,Le Masque,Mass Market Paperback,286,2001,1926,,2013/04/11,,,read,,,,1,0
590645,Le Parfum,Patrick Süskind,"Süskind, Patrick",Bernard Lortholary,"=""2253044903""","=""9782253044901""",4,4.04,Le Livre de Poche,Mass Market Paperback,280,1989,1985,,2013/04/11,,,read,,,,1,0
14761650,Le Pigeon,Patrick Süskind,"Süskind, Patrick",,"=""""","=""""",4,3.71,,Paperback,88,1988,1987,,2013/04/11,,,read,,,,1,0
1735343,Le Tartuffe,Molière,"Molière, Molière",,"=""2070409325""","=""9782070409327""",4,3.66,Folio,Paperback,232,1999,1664,,2013/04/11,,,read,,,,1,0
1471082,Dom Juan,Molière,"Molière, Molière",Georges Couton,"=""2070409333""","=""9782070409334""",3,3.55,Editions Gallimard ,Paperback,176,2000,1665,,2013/04/11,,,read,,,,1,0
3895434,Antigone (La Petite Vermillon),Jean Anouilh,"Anouilh, Jean",,"=""2710330407""","=""9782710330400""",4,3.77,La Table Ronde,Mass Market Paperback,128,2008,1944,,2013/04/11,,,read,,,,1,0
770754,La peste,Albert Camus,"Camus, Albert",,"=""""","=""""",3,4.02,Folio,Mass Market Paperback,279,1972,1947,,2013/04/11,,,read,,,,1,0
774027,La Chute,Albert Camus,"Camus, Albert",,"=""2070360105""","=""9782070360109""",3,4.03,Gallimard,Mass Market Paperback,160,1972,1956,,2013/04/11,,,read,,,,1,0
15688,L'Étranger,Albert Camus,"Camus, Albert",,"=""2070360024""","=""9782070360024""",5,4.03,Gallimard,Paperback,184,2016,1942,,2013/04/11,,,read,,,,1,0
6037600,Le Vol du héron,Lian Hearn,"Hearn, Lian",,"=""2070343405""","=""9782070343409""",4,3.97,Folio,Mass Market Paperback,745,2007,2006,2013/06/08,2013/04/11,,,read,,,,1,0
1735396,"Les hommes qui n'aimaient pas les femmes (Millénium, #1)",Stieg Larsson,"Larsson, Stieg","Lena Grumbach, Marc de Gouvenain","=""2742761578""","=""9782742761579""",4,4.17,Actes Sud,Paperback,575,2006,2005,,2013/04/11,,,read,,,,1,0
1735403,La Fille qui rêvait d'un bidon d'essence et d'une allumette,Stieg Larsson,"Larsson, Stieg","Lena Grumbach, Marc de Gouvenain","=""2742765018""","=""9782742765010""",4,4.26,Actes Sud,Paperback,653,2006,2006,,2013/04/11,,,read,,,,1,0
1735412,"La Reine dans le palais des courants d'air (Millénium, #3)",Stieg Larsson,"Larsson, Stieg",,"=""2742770313""","=""9782742770311""",4,4.24,Actes Sud,Paperback,711,2007,2007,,2013/04/11,,,read,,,,1,0
177056,Bandini,John Fante,"Fante, John",Brice Matthieussent,"=""2264033002""","=""9782264033000""",5,4.10,10/18,Paperback,266,2002,1938,,2014/07/27,,,read,,,,1,0
13589886,L'exploit,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",4,3.70,Julliard,Unknown Binding,217,1983,1931,,2014/06/10,,,read,,,,1,0
834728,Le Portrait de Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jean Gattégno,"=""2070384853""","=""9782070384853""",4,4.13,Folio,Mass Market Paperback,403,1992,1890,,2015/07/07,,,read,,,,1,0
120626,Des Souris et des hommes,John Steinbeck,"Steinbeck, John",Maurice-Edgar Coindreau,"=""""","=""""",3,3.89,Gallimard,Mass Market Paperback,192,1972,1937,,2015/07/02,,,read,,,,1,0
956320,"Le Comte de Monte-Cristo II (Le Comte de Monte-Cristo, #2 of 2)",Alexandre Dumas,"Dumas, Alexandre","Gilbert Sigaux, Jean-Yves Tadié","=""""","=""""",4,4.62,Gallimard,Mass Market Paperback,709,1998,1844,,2015/07/02,,,read,,,,1,0
956323,"Le Comte de Monte-Cristo I  (Le Comte de Monte-Cristo, #1 of 2)",Alexandre Dumas,"Dumas, Alexandre","Gilbert Sigaux, Jean-Yves Tadié","=""""","=""""",4,4.53,Gallimard,Mass Market Paperback,703,1998,1844,,2015/07/02,,,read,,,,1,0
730165,Le Baron perché,Italo Calvino,"Calvino, Italo",Juliette Bertrand,"=""2020551470""","=""9782020551472""",3,4.02,Seuil,Mass Market Paperback,321,2002,1957,,2015/07/02,,,read,,,,1,0
1002668,Le Vicomte pourfendu,Italo Calvino,"Calvino, Italo",Juliette Bertrand,"=""2253029858""","=""9782253029854""",2,3.82,Livre De Poche,Pocket Book,125,2009,1952,,2015/07/02,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",3,4.01,William Morrow,Hardcover,268,2006,2005,2014/06/16,2014/06/03,,,read,,,,1,0
865083,"À l'ombre des jeunes filles en fleurs (A la recherche du temps perdu, #2)",Marcel Proust,"Proust, Marcel",Pierre-Louis Rey,"=""2070380513""","=""9782070380510""",4,4.39,Gallimard,Mass Market Paperback,576,1988,1919,2014/06/10,2013/09/30,,,read,,,,1,0
163920,"Tilt-a-Whirl (John Ceepak Mystery, #1)",Chris Grabenstein,"Grabenstein, Chris",,"=""0786717815""","=""9780786717811""",4,3.76,Carroll & Graf Pub,Paperback,330,2006,2005,,2013/04/11,,,read,,,,1,0
43932,"Drop Shot (Myron Bolitar, #2)",Harlan Coben,"Coben, Harlan",,"=""0440220459""","=""9780440220459""",3,3.99,Dell,Mass Market Paperback,341,1996,1996,,2013/12/29,,,read,,,,1,0
3525885,"Mad Mouse (John Ceepak Mystery, #2)",Chris Grabenstein,"Grabenstein, Chris",,"=""0786717602""","=""9780786717606""",0,3.99,Carroll & Graf,Hardcover,320,2006,2006,,2014/04/01,to-read,to-read (#6),to-read,,,,0,0
822338,Huis clos: suivi de Les Mouches,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""2070368076""","=""9782070368075""",5,4.04,Folio,Mass Market Paperback,247,2000,1946,,2013/04/11,,,read,,,,1,0
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",4,4.55,DAW Books,Hardcover,994,2011,2011,2014/01/05,2013/08/04,,,read,,,,1,0
1033975,The Unexpurgated Code: A Complete Manual Of Survival And Manners,J.P. Donleavy,"Donleavy, J.P.",,"=""0140042822""","=""9780140042825""",0,3.90,Penguin Books,Paperback,320,1976,1975,,2013/09/29,to-read,to-read (#5),to-read,,,,0,0
323208,The Restraint of Beasts,Magnus Mills,"Mills, Magnus",,"=""0684865114""","=""9780684865119""",1,3.88,Touchstone,Paperback,224,1999,1998,2013/09/02,2013/04/11,,,read,,,,1,0
816925,"Le Ventre de Paris (Les Rougon-Macquart, #3)",Émile Zola,"Zola, Émile",,"=""""","=""""",1,3.93,Folio,Mass Market Paperback,470,2002,1873,,2013/08/05,,,read,,,,1,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",3,3.75,"Little, Brown and Company",Hardcover,756,2008,2008,,2013/08/04,,,read,,,,1,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",3,3.74,"Little, Brown and Company",Hardcover,629,2007,2007,,2013/08/04,,,read,,,,1,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160199""","=""9780316160193""",3,3.61,"Little, Brown and Company",Hardcover,563,2006,2006,,2013/08/04,,,read,,,,1,0
392969,"L'homme aux cercles bleus (Commissaire Adamsberg, #1)",Fred Vargas,"Vargas, Fred",,"=""2290318329""","=""9782290318324""",3,3.66,J'AI LU,Pocket Book,220,2002,1991,,2013/04/11,,,read,,,,1,0
392968,Ceux qui vont mourir te saluent,Fred Vargas,"Vargas, Fred",,"=""2290309923""","=""9782290309926""",3,3.62,Editions 84,Mass Market Paperback,190,2001,1994,,2013/04/11,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",3,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2013/08/04,2013/04/11,,,read,,,,1,0
75518,Hygiène de l'assassin,Amélie Nothomb,"Nothomb, Amélie",,"=""""","=""""",4,3.77,Le Livre de Poche,Mass Market Paperback,221,2005,1992,,2013/06/17,,,read,,,,1,0
75519,Métaphysique des tubes,Amélie Nothomb,"Nothomb, Amélie",,"=""""","=""""",3,3.96,Le Livre de Poche,Mass Market Paperback,156,2002,2000,,2013/06/17,,,read,,,,1,0
466405,La Nuit des temps,René Barjavel,"Barjavel, René",,"=""""","=""""",4,4.03,Pocket,Mass Market Paperback,394,1988,1968,,2013/06/17,,,read,,,,1,0
316109,Les fausses confidences,Pierre de Marivaux,"Marivaux, Pierre de",,"=""208070978X""","=""9782080709783""",4,3.16,Flammarion,Paperback,176,1999,1737,,2013/06/08,,,read,,,,1,0
115069,"L'Argent (Les Rougon-Macquart, #18)",Émile Zola,"Zola, Émile",,"=""2253003670""","=""9782253003670""",3,3.94,Le Livre de Poche,Mass Market Paperback,542,1974,1891,,2013/04/21,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2013/05/03,to-read,to-read (#4),to-read,,,,0,0
1790462,Les âmes fortes,Jean Giono,"Giono, Jean",,"=""""","=""""",3,3.34,Gallimard,Mass Market Paperback,384,1972,1950,,2013/04/21,,,read,,,,1,0
1228958,Au bonheur des ogres,Daniel Pennac,"Pennac, Daniel",,"=""2070403696""","=""9782070403691""",4,3.97,Gallimard,Mass Market Paperback,288,1997,1985,,2013/04/11,,,read,,,,1,0
235915,Paradise News,David Lodge,"Lodge, David",,"=""0140165215""","=""9780140165210""",0,3.77,Penguin,Paperback,304,1993,1991,,2013/04/11,to-read,to-read (#3),to-read,,,,0,0
6216260,"La trilogie des elfes : L'intégrale (La trilogie des elfes, #1-3)",Jean-Louis Fetjaine,"Fetjaine, Jean-Louis",,"=""2266183761""","=""9782266183765""",4,3.86,Pocket,Mass Market Paperback,928,2008,2008,,2013/04/11,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",3,3.67,"Little, Brown and Company",Paperback,498,2006,2005,,2013/04/11,,,read,,,,1,0
45107,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",3,4.19,Voyager,Mass Market Paperback,460,1996,1995,,2013/04/11,,,read,,,,1,0
577246,Manon Lescaut,Antoine François Prévost d'Exiles,"d'Exiles, Antoine François Prévost","Jean Sgard, Leonard Tancock","=""0140445595""","=""9780140445596""",3,3.31,Penguin Classics,Paperback,192,1992,1731,,2013/04/11,,,read,,,,1,0
1508221,"Dans les bois éternels (Commissaire Adamsberg, #7)",Fred Vargas,"Vargas, Fred",,"=""2878582330""","=""9782878582338""",4,4.06,Viviane Hamy,Paperback,442,2009,2006,,2013/04/11,,,read,,,,1,0
141828,L'écume des jours,Boris Vian,"Vian, Boris",,"=""""","=""""",0,3.92,Le Livre de Poche,Mass Market Paperback,351,1997,1947,,2013/04/11,to-read,to-read (#1),to-read,,,,0,0
186668,"Heaven's Net Is Wide (Tales of the Otori, #0)",Lian Hearn,"Hearn, Lian",aka Gillian Rubinstein,"=""159448953X""","=""9781594489532""",0,4.19,Riverhead Books,Hardcover,560,2007,2007,,2013/04/11,to-read,to-read (#2),to-read,,,,0,0
27736,Rhinocéros,Eugène Ionesco,"Ionesco, Eugène",,"=""""","=""""",4,3.83,Editions Gallimard,Paperback,246,1992,1959,,2013/04/11,,,read,,,,1,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",3,3.86,Miramax,Paperback,396,2003,2001,,2013/04/11,,,read,,,,1,0
27737,La Cantatrice chauve / La Leçon,Eugène Ionesco,"Ionesco, Eugène",,"=""2070362361""","=""9782070362363""",4,3.84,Gallimard,Mass Market Paperback,208,1972,1961,,2013/04/11,,,read,,,,1,0
239154,Les Justes,Albert Camus,"Camus, Albert",,"=""""","=""""",4,4.02,Folio,Mass Market Paperback,152,1999,1949,,2013/04/11,,,read,,,,1,0
428077,L'avare,Molière,"Molière, Molière",,"=""2091878235""","=""9782091878232""",4,3.56,NATHAN,Paperback,79,1900,1668,,2013/04/11,,,read,,,,1,0
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,"Paolini, Christopher",,"=""0375856110""","=""9780375856112""",5,4.16,Alfred A. Knopf,Hardcover,849,2011,2011,,2013/04/11,,,read,,,,1,0
2248573,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,"Paolini, Christopher",,"=""0375826726""","=""9780375826726""",4,4.11,Alfred A. Knopf,Hardcover,748,2008,2008,,2013/04/11,,,read,,,,1,0
45978,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,"Paolini, Christopher",,"=""0375840400""","=""9780375840401""",4,4.05,Knopf Books for Young Readers,Paperback,704,2007,2005,,2013/04/11,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",4,4.57,Scholastic,Paperback,734,2002,2000,,2013/04/11,,,read,,,,1,0
43928,"Deal Breaker (Myron Bolitar, #1)",Harlan Coben,"Coben, Harlan",,"=""0385340605""","=""9780385340601""",4,3.98,Delacorte Press,Hardcover,339,2006,1995,,2013/04/11,,,read,,,,1,0
113436,Eragon (The Inheritance Cycle #1),Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",4,3.96,Alfred A. Knopf,Paperback,503,2005,2002,,2013/04/11,,,read,,,,1,0
